timestamp,ticker,score
2024-01-22,NIO,139
2024-01-22,PYPL,160
2024-01-23,INTC,102
2024-01-25,RIVN,114
2024-01-25,UNH,106
2024-01-26,SOFI,441
2024-01-29,UPS,151
2024-01-30,GOOG,103
2024-01-30,JPM,118
2024-01-30,BA,218
2024-01-30,NVDA,676
2024-01-31,AMZN,109
2024-01-31,MSFT,203
2024-01-31,QQQ,212
2024-02-04,PLTR,127
2024-02-05,BB,250
2024-02-05,LLY,188
2024-02-05,AVGO,102
2024-02-06,F,154
2024-02-06,SNAP,552
2024-02-07,BABA,927
2024-02-07,DIS,198
2024-02-07,APPL,109
2024-02-08,TSM,119
2024-02-09,SMCI,130
2024-02-12,HOOD,111
2024-02-12,DKNG,115
2024-02-15,COIN,387
2024-02-15,SOUN,145
2024-02-16,GME,108
2024-02-18,AAPL,309
2024-02-19,INTC,198
2024-02-20,PANW,236
2024-02-20,NVDA,2685
2024-02-20,LUNR,242
2024-02-21,RIVN,238
2024-02-22,CVNA,373
2024-02-22,SQ,441
2024-02-22,T,405
2024-02-26,HIMS,122
2024-02-26,CAVA,169
2024-02-26,MARA,198
2024-02-27,RKLB,188
2024-02-27,BYND,520
2024-02-27,VKTX,874
2024-02-28,CRM,134
2024-02-28,AMC,145
2024-02-28,SNOW,986
2024-02-29,DELL,140
2024-02-29,CELH,115
2024-02-29,RILY,136
2024-03-01,TSM,201
2024-03-02,BBAI,123
2024-03-04,TGT,105
2024-03-04,TSMC,111
2024-03-04,SMCI,876
2024-03-04,DWAC,171
2024-03-04,MSTR,128
2024-03-04,NIO,133
2024-03-05,ANF,447
2024-03-05,NFLX,470
2024-03-05,CRWD,945
2024-03-06,PLTR,279
2024-03-06,AMZN,714
2024-03-07,GOOG,107
2024-03-07,AVGO,241
2024-03-08,QQQ,500
2024-03-11,INTC,213
2024-03-12,BA,598
2024-03-12,COIN,116
2024-03-12,ZIM,125
2024-03-13,HOOD,181
2024-03-13,SOUN,237
2024-03-13,RDDT,240
2024-03-18,NVO,167
2024-03-20,MU,342
2024-03-20,AMD,648
2024-03-21,AAPL,341
2024-03-21,LULU,212
2024-03-21,NKE,557
2024-03-22,DJT,147
2024-03-23,GME,188
2024-03-25,DWAC,799
2024-03-25,MSTR,206
2024-03-27,TLRY,142
2024-03-27,UPS,233
2024-03-28,AMC,115
2024-03-29,NFLX,178
2024-03-30,SAVE,124
2024-03-31,T,150
2024-04-01,BB,194
2024-04-02,RILY,188
2024-04-02,TSLA,1401
2024-04-02,INTC,419
2024-04-03,TSMC,110
2024-04-03,LUNR,101
2024-04-04,SPX,233
2024-04-04,SPY,1977
2024-04-07,RIVN,135
2024-04-08,ALCC,219
2024-04-09,AMZN,213
2024-04-12,JPM,139
2024-04-12,VIX,129
2024-04-15,DJT,966
2024-04-17,ASML,188
2024-04-18,TSM,1417
2024-04-19,NFLX,399
2024-04-19,SMCI,285
2024-04-19,QQQ,466
2024-04-21,MARA,148
2024-04-23,TSLA,3787
2024-04-24,MSFT,237
2024-04-24,SNAP,202
2024-04-24,GOOG,491
2024-04-25,SOFI,103
2024-04-25,INTC,794
2024-04-29,ALCC,142
2024-04-30,MSOS,114
2024-04-30,AMD,463
2024-04-30,AMZN,700
2024-04-30,TLRY,201
2024-05-01,CVNA,198
2024-05-01,SBUX,569
2024-05-02,COIN,123
2024-05-02,APPL,138
2024-05-02,AAPL,634
2024-05-03,GME,203
2024-05-03,DIS,196
2024-05-04,HIMS,170
2024-05-05,PLTR,214
2024-05-05,RDDT,219
2024-05-06,AMC,236
2024-05-06,HOOD,151
2024-05-06,BA,348
2024-05-07,OKLO,190
2024-05-13,BB,426
2024-05-15,SMCI,116
2024-05-17,ASTS,170
2024-05-20,NFLX,285
2024-05-20,PANW,159
2024-05-22,NVDA,3608
2024-05-24,AMD,291
2024-05-24,GME,144
2024-05-25,TSMC,127
2024-05-27,CAVA,254
2024-05-28,INTC,371
2024-05-29,GM,208
2024-05-29,CRM,199
2024-05-29,ANF,113
2024-05-30,HPE,143
2024-05-30,DELL,1135
2024-06-02,SBUX,215
2024-06-02,LULU,161
2024-06-03,AMC,133
2024-06-03,BRK,1008
2024-06-03,HOOD,188
2024-06-04,CRWD,303
2024-06-04,GRND,120
2024-06-04,HIMS,210
2024-06-05,AAPL,334
2024-06-11,APPL,179
2024-06-12,AVGO,207
2024-06-17,ASTS,294
2024-06-18,MU,128
2024-06-18,TSM,190
2024-06-18,TSMC,107
2024-06-20,NVDA,3315
2024-06-20,AMD,343
2024-06-20,SMCI,150
2024-06-22,QQQ,514
2024-06-23,AMZN,108
2024-06-25,RIVN,353
2024-06-26,BB,122
2024-06-26,GRND,181
2024-06-26,INTC,891
2024-06-27,DJT,140
2024-06-27,HIMS,147
2024-06-27,CHWY,323
2024-06-27,NKE,250
2024-06-29,SNOW,133
2024-06-30,NFLX,269
2024-06-30,JPM,126
2024-07-01,CMG,178
2024-07-01,PYPL,127
2024-07-01,TSLA,1074
2024-07-02,PLTR,134
2024-07-11,VIX,209
2024-07-11,IWM,114
2024-07-13,AVGO,127
2024-07-15,AMZN,155
2024-07-16,TSM,142
2024-07-17,INTC,279
2024-07-17,ASML,269
2024-07-18,TSMC,142
2024-07-19,MSFT,136
2024-07-19,CRWD,1092
2024-07-23,TSLA,1683
2024-07-23,GOOG,177
2024-07-23,UPS,147
2024-07-24,QQQ,560
2024-07-24,CMG,201
2024-07-24,F,101
2024-07-25,ASTS,337
2024-07-26,COIN,146
2024-07-29,TLRY,101
2024-07-29,MCD,409
2024-07-29,PYPL,110
2024-07-30,AMD,856
2024-08-01,VOO,122
2024-08-01,CVNA,202
2024-08-01,AAPL,376
2024-08-02,VIX,263
2024-08-05,HIMS,135
2024-08-05,PLTR,335
2024-08-06,SMCI,773
2024-08-06,TQQQ,106
2024-08-06,RDDT,148
2024-08-06,DIS,121
2024-08-06,LUMN,279
2024-08-07,INTC,781
2024-08-07,HOOD,220
2024-08-13,SBUX,673
2024-08-14,CLOV,109
2024-08-15,ASTS,2002
2024-08-15,RKLB,236
2024-08-15,WMT,129
2024-08-16,RILY,267
2024-08-16,T,177
2024-08-19,LUNR,118
2024-08-19,PANW,388
2024-08-21,TGT,338
2024-08-21,SNOW,289
2024-08-22,CAVA,149
2024-08-24,BA,101
2024-08-27,MSOS,157
2024-08-27,SMCI,143
2024-08-28,NVDA,3827
2024-08-28,CHWY,181
2024-08-29,AAPL,254
2024-08-29,LULU,131
2024-09-03,DJT,109
2024-09-05,AVGO,193
2024-09-06,F,312
2024-09-06,PLTR,110
2024-09-08,TSMC,294
2024-09-09,GOOG,335
2024-09-12,LUNR,109
2024-09-16,SNOW,163
2024-09-16,INTC,1135
2024-09-19,BABA,106
2024-09-20,RKLB,158
2024-09-22,VOO,299
2024-09-23,LUMN,614
2024-09-24,TSLA,581
2024-09-25,MU,424
2024-09-26,BB,119
2024-09-26,V,1063
2024-09-26,SMCI,908
2024-09-27,NIO,314
2024-09-30,PLTR,229
2024-10-01,NKE,211
2024-10-02,CLOV,125
2024-10-08,MSFT,147
2024-10-09,TSMC,100
2024-10-09,TSM,114
2024-10-10,AMD,235
2024-10-10,CELH,105
2024-10-11,MSTR,108
2024-10-12,HOOD,201
2024-10-14,DJT,203
2024-10-14,SOFI,228
2024-10-14,AMZN,134
2024-10-15,NFLX,146
2024-10-15,ASML,348
2024-10-18,OKLO,104
2024-10-18,RDDT,356
2024-10-22,MCD,143
2024-10-23,TSLA,1684
2024-10-23,CVNA,337
2024-10-23,ACHR,109
2024-10-27,CAVA,192
2024-10-27,SAVE,128
2024-10-28,F,203
2024-10-29,GOOG,147
2024-10-30,BA,127
2024-10-30,LLY,235
2024-10-30,PLTR,198
2024-10-30,MSFT,323
2024-10-30,SMCI,1117
2024-10-31,APPL,111
2024-10-31,INTC,1583
2024-10-31,AAPL,191
2024-11-02,AMD,302
2024-11-03,MSTR,260
2024-11-04,DJT,327
2024-11-09,TSM,100
2024-11-10,RKLB,192
2024-11-10,MARA,111
2024-11-11,COIN,166
2024-11-11,SOFI,117
2024-11-13,ASTS,234
2024-11-13,LUNR,400
2024-11-14,CVNA,936
2024-11-15,NFLX,606
2024-11-15,GM,314
2024-11-17,MCD,777
2024-11-19,SNOW,104
2024-11-19,ACHR,134
2024-11-19,WMT,144
2024-11-20,RIVN,164
2024-11-20,SMCI,119
2024-11-20,NVDA,1600
2024-11-20,TGT,216
2024-11-21,RDDT,205
2024-11-24,MSTR,1018
2024-11-25,PLTR,301
2024-11-27,HIMS,165
2024-12-02,PL,732
2024-12-02,RKLB,283
2024-12-02,INTC,517
2024-12-02,MARA,112
2024-12-03,SQ,193
2024-12-04,LUNR,227
2024-12-04,UNH,475
2024-12-05,SOUN,131
2024-12-06,AMZN,116
2024-12-09,GOOG,108
2024-12-10,AMD,342
2024-12-12,AVGO,237
2024-12-13,ACHR,557
2024-12-14,CVNA,141
2024-12-16,MU,122
2024-12-16,TLT,148
2024-12-16,PLTR,461
2024-12-18,VIX,136
2024-12-19,NKE,110
2024-12-21,NVO,154
2024-12-23,TLRY,472
2024-12-24,BYD,213
2024-12-24,MSTR,843
2024-12-26,HIMS,133
2024-12-26,LUNR,216
2024-12-27,INTC,537
2024-12-27,SPY,882
2024-12-28,HOOD,484
2024-12-29,BA,111
2025-01-01,RIVN,111
2025-01-04,CVNA,146
2025-01-06,DJT,439
2025-01-06,AMD,548
2025-01-06,FUBO,447
2025-01-08,NVDA,1855
2025-01-11,BB,224
2025-01-12,GOOG,194
2025-01-15,TSM,146
2025-01-16,AAPL,134
2025-01-17,INTC,862
2025-01-17,RDDT,279
2025-01-21,NFLX,723
2025-01-21,RKLB,267
2025-01-22,ASTS,169
2025-01-23,OKLO,105
2025-01-24,HOOD,100
2025-01-24,NVO,138
2025-01-25,SMCI,121
2025-01-27,MSFT,103
2025-01-27,VIX,139
2025-01-27,TSMC,616
2025-01-27,ASML,275
2025-01-27,SOFI,157
2025-01-28,AMD,591
2025-01-28,RCAT,153
2025-01-29,DJT,153
2025-01-29,TSLA,2271
2025-01-29,BABA,717
2025-01-29,NVDA,2189
2025-01-30,UPS,161
2025-01-31,DEI,118
2025-02-03,PLTR,1264
2025-02-04,BB,101
2025-02-04,GOOG,291
2025-02-05,AMZN,117
2025-02-05,BBAI,238
2025-02-07,RDDT,108
2025-02-11,BYD,172
2025-02-11,F,559
2025-02-13,COIN,152
2025-02-13,HIMS,443
2025-02-14,TSM,236
2025-02-14,NBIS,114
2025-02-16,SMCI,109
2025-02-17,LUNR,199
2025-02-18,RCAT,195
2025-02-18,RIVN,171
2025-02-19,RKLB,187
2025-02-19,CVNA,294
2025-02-20,BABA,213
2025-02-20,WMT,268
2025-02-24,MSFT,171
2025-02-24,PLTR,365
2025-02-26,NVDA,2306
2025-03-03,TSMC,336
2025-03-04,SPX,242
2025-03-05,VIX,156
2025-03-05,MSTR,347
2025-03-06,AVGO,219
2025-03-07,RDDT,290
2025-03-10,TSLA,2419
2025-03-10,TSLQ,141
2025-03-17,BYD,209
2025-03-17,HIMS,184
2025-03-18,GOOG,221
2025-03-20,MU,115
2025-03-25,GME,113
2025-03-26,F,152
2025-03-28,NFLX,106
2025-03-30,HOOD,145
2025-04-03,VIX,289
2025-04-03,AAPL,135
2025-04-04,BABA,239
2025-04-05,SOXL,137
2025-04-06,SPY,1534
2025-04-08,SPX,258
2025-04-08,TQQQ,101
2025-04-08,TSMC,138
2025-04-08,TSM,159
2025-04-09,AMZN,296
2025-04-09,QQQ,310
2025-04-09,DJT,163
2025-04-13,BYD,100
2025-04-15,NVDA,1860
2025-04-15,BA,218
2025-04-16,GLD,174
2025-04-17,UNH,688
2025-04-19,SOFI,116
2025-04-20,ASTS,443
2025-04-20,AMD,275
2025-04-21,NFLX,256
2025-04-22,TSLA,4301
2025-04-24,GOOG,172
2025-04-24,INTC,387
2025-04-25,HOOD,144
2025-04-29,SNAP,132
2025-04-29,HIMS,203
2025-04-29,SMCI,188
2025-04-29,UPS,423
2025-04-29,GM,164
2025-04-30,MSFT,304
2025-04-30,AMZN,112
2025-05-01,MSTR,362
2025-05-01,AAPL,373
2025-05-01,RDDT,483
2025-05-02,PLTR,245
2025-05-04,AMC,145
2025-05-05,F,143
2025-05-10,UNH,149
2025-05-12,TSLQ,272
2025-05-14,AMD,337
2025-05-19,LCID,351
2025-05-20,QBTS,204
2025-05-20,GOOG,179
2025-05-22,TLT,101
2025-05-22,SPX,1171
2025-05-23,AAPL,175
2025-05-23,OKLO,114
2025-05-25,RDDT,124
2025-05-27,RKLB,237
2025-05-27,CRWV,198
2025-05-28,GME,114
2025-05-28,TACO,333
2025-05-28,NVO,109
2025-05-28,NVDA,1966
2025-05-29,DJT,221
2025-05-30,PLTR,583
2025-05-31,UNH,139
2025-06-02,CLBR,426
2025-06-04,APLD,133
2025-06-05,AVGO,116
2025-06-05,NBIS,101
2025-06-05,LULU,142
2025-06-05,HOOD,118
2025-06-05,TSLA,2968
2025-06-10,INTC,169
2025-06-10,BYD,104
2025-06-10,GOOG,228
2025-06-11,IONQ,291
2025-06-11,TMC,307
2025-06-12,BA,936
2025-06-13,ACHR,111
2025-06-16,AMD,315
2025-06-17,RDDT,159
2025-06-17,AAPL,431
2025-06-18,CRCL,319
2025-06-18,ASTS,108
2025-06-23,CLBR,135
2025-06-23,HIMS,576
2025-06-25,MU,155
2025-06-26,NKE,126
2025-06-26,RKLB,171
2025-06-30,MSTR,185
2025-06-30,HOOD,472
2025-07-01,INTC,125
2025-07-06,TACO,122
2025-07-06,ACHR,175
2025-07-07,GOOG,339
2025-07-08,SOFI,115
2025-07-10,OPEN,126
2025-07-10,POET,274
2025-07-10,MP,232
2025-07-15,AMD,222
2025-07-15,NVDA,1080
2025-07-16,ASML,158
2025-07-16,CVNA,102
2025-07-16,PEW,476
2025-07-17,ASTS,123
2025-07-17,RKLB,255
2025-07-17,TSM,123
2025-07-17,NFLX,279
2025-07-17,LCID,131
2025-07-21,GLXY,144
2025-07-21,GME,357
2025-07-22,RKT,953
2025-07-22,DNUT,1830
2025-07-22,KSS,1036
2025-07-23,LUNR,159
2025-07-23,HIMS,105
2025-07-23,TLRY,159
2025-07-23,FUBO,200
2025-07-23,BB,176
2025-07-24,LULU,110
2025-07-24,QQQ,191
2025-07-24,UNH,527
2025-07-24,INTC,458
2025-07-25,UUUU,260
2025-07-25,PLTR,379
2025-07-27,TACO,207
2025-07-28,SMCI,121
2025-07-29,SOFI,459
2025-07-29,NVO,286
2025-07-30,MSFT,469
2025-07-30,RDDT,179
2025-07-31,AMZN,327
2025-07-31,OPEN,121
2025-07-31,AAPL,407
2025-08-05,AMD,1019
2025-08-07,NBIS,109
2025-08-07,RKLB,169
2025-08-07,LLY,231
2025-08-11,BBAI,450
2025-08-11,ACHR,120
2025-08-11,ASTS,130
2025-08-13,TLRY,113
2025-08-14,CRWV,113
2025-08-14,INTC,655
2025-08-14,UNH,1206
2025-08-19,PLTR,944
2025-08-21,WMT,109
2025-08-22,OPEN,640
2025-08-25,SNAP,102
2025-08-27,NVDA,2033
2025-08-29,BABA,343
2025-09-02,GOOG,314
2025-09-04,AVGO,155
2025-09-04,LULU,552
2025-09-05,HOOD,238
2025-09-05,TSLA,1773
2025-09-08,NBIS,647
2025-09-08,ASTS,237
2025-09-08,MSFT,107
2025-09-09,AMZN,180
2025-09-09,UNH,565
2025-09-09,ORCL,386
2025-09-09,AAPL,803
2025-09-10,CRWV,125
2025-09-12,LDI,279
2025-09-12,SPX,202
2025-09-13,TACO,168
2025-09-14,PLTR,440
2025-09-15,SOFI,106
2025-09-18,AMD,256
2025-09-18,INTC,2297
2025-09-19,OKLO,353
2025-09-21,SNAP,145
2025-09-22,BYD,233
2025-09-23,RDDT,161
2025-09-23,MU,351
2025-09-23,BBAI,138
2025-09-24,BABA,257
2025-09-24,RKLB,125
2025-09-29,TLRY,255
2025-09-29,HOOD,164
2025-10-02,MSFT,213
2025-10-02,TSLA,651
2025-10-02,ASTS,150
2025-10-02,AAPL,123
2025-10-02,NBIS,111
2025-10-03,APLD,103
2025-10-04,IREN,127
2025-10-04,RGTI,105
2025-10-05,NFLX,112
2025-10-06,ACHR,186
2025-10-07,POET,1127
2025-10-08,GLD,130
2025-10-08,ORCL,160
2025-10-09,AMD,317
2025-10-10,TACO,268
2025-10-10,SPX,181
2025-10-13,UUUU,301
2025-10-13,OKLO,168
2025-10-15,AMZN,117
2025-10-15,TSM,166
2025-10-16,VIX,225
2025-10-18,RDDT,224
2025-10-20,BYND,256
2025-10-21,SLV,119
2025-10-21,GOOG,147
2025-10-22,DNUT,248
2025-10-22,GME,248
2025-10-23,INTC,455
2025-10-27,SOFI,156
2025-10-28,VOO,105
2025-10-28,MSFT,145
2025-10-28,UNH,244
2025-10-28,NOK,1060
2025-10-28,NVDA,1673
2025-10-29,PLTR,278
2025-10-30,GLD,138
2025-10-30,NFLX,196
2025-10-30,AAPL,237
2025-11-02,POET,226
2025-11-02,HOOD,157
2025-11-03,HIMS,126
2025-11-03,IREN,211
2025-11-04,MSTR,149
2025-11-04,UPS,215
2025-11-04,AMD,540
2025-11-05,SNAP,162
2025-11-06,TSLA,1092
2025-11-10,CRWV,153
2025-11-10,BYND,133
2025-11-10,QQQ,294
2025-11-10,TSMC,136
2025-11-11,NBIS,277
2025-11-18,NVDA,1230
2025-11-20,VIX,202
2025-11-24,NVO,120
2025-11-24,GOOG,285
2025-11-25,MSTR,195
2025-12-02,SNAP,156
2025-12-03,MSFT,171
2025-12-04,ASTS,117
2025-12-04,NFLX,126
2025-12-04,INTC,160
2025-12-05,CVNA,434
2025-12-05,SOFI,118
2025-12-10,ORCL,342
2025-12-10,PLTR,232
2025-12-11,AVGO,265
2025-12-11,RKLB,106
2025-12-11,LULU,100
2025-12-15,TSLA,592
2025-12-15,F,495
2025-12-17,MU,323
2025-12-17,GOOG,319
2025-12-19,RIVN,114
2025-12-22,NVO,146
2025-12-25,ASTS,109
2025-12-26,SLV,266
2025-12-29,INTC,142
2025-12-29,MSFT,194
